"9,041","12,059","14,552","15,458","15,012","15,614","15,299","18,320","22,228","28,053","21,045","23,016"
"16,530","16,825","20,181","24,201","22,614","20,494","23,113","25,841","28,088","29,185","30,583","28,943"
"19,172","22,287","25,484","29,203","28,035","24,367","25,602","28,336","33,186","35,467","31,891","30,846"
"29,646","36,615","37,998","48,338","43,315","37,879","34,660","35,838","48,608","50,677","43,027","41,119"
"50,796","50,430","65,481","70,191","63,926","51,592","59,959","57,388","64,087","73,269","74,992","68,494"
"72,587","74,143","84,413","106,471","85,007","80,781","79,638","87,100","85,906","107,683","104,411","82,059"
"63,568","67,446","69,658","93,678","87,180","71,443","68,255","72,359","80,479","89,727","80,583","74,862"
"60,122","62,448","77,205","79,839","71,592","59,177","63,358","61,722","76,039","78,689","82,913","70,460"
"67,349","87,185","87,915","113,498","90,466","87,974","82,257","76,048","94,722","100,001","104,105","87,506"
